Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Age_Group,Total_Spending,Children
1965,Graduation,Married,69139.0,2014-01-27,23,86,12,75,33.0,15,6.0,1,4,1,5,4,0,0,0,0,0,0,0,50,50–59,227,1
1982,Graduation,Married,69109.0,2012-11-09,10,823,25,459,120.5,29,95.0,1,6,6,7,4,0,0,1,0,0,0,1,33,30–39,1555,0
1962,Graduation,Single,69627.0,2013-03-17,35,231,81,215,120.5,30,53.0,2,8,2,11,5,0,0,0,0,0,0,0,53,50–59,861,1
1978,Graduation,Married,38136.0,2013-04-22,69,8,15,27,0.0,20,33.0,2,3,1,2,8,1,0,0,0,0,0,0,37,30–39,103,1
1946,PhD,Single,62159.0,2014-04-28,68,182,17,259,77.0,70,29.0,1,6,2,10,4,0,0,0,0,0,0,0,69,60+,634,0
1963,Graduation,Single,80695.0,2013-12-29,85,557,81,556,120.5,37,18.0,1,5,8,5,2,0,0,0,0,0,0,0,52,50–59,1918,0
1971,Master,Single,33316.0,2013-10-04,34,79,1,31,4.0,4,12.0,3,2,1,4,6,0,0,0,0,0,0,0,44,40–49,131,2
1968,Graduation,Together,58554.0,2012-09-26,55,368,24,68,38.0,0,88.0,6,8,2,6,7,0,0,0,0,0,0,0,47,40–49,586,2
1992,Basic,Married,17256.0,2013-11-23,10,6,4,14,8.0,8,22.0,2,2,1,2,8,1,0,0,0,0,0,0,23,<30,62,1
1974,Graduation,Divorced,53034.0,2013-05-30,30,160,15,196,15.0,11,50.0,8,6,1,7,8,0,0,0,0,0,0,0,41,40–49,447,2
1950,2n Cycle,Together,52203.0,2012-07-31,36,488,21,238,56.0,81,28.0,1,8,7,11,6,0,0,0,0,0,0,0,65,60+,939,0
1977,2n Cycle,Divorced,59601.0,2013-07-25,14,691,7,69,0.0,7,23.0,4,2,2,7,8,0,1,0,0,0,0,0,38,30–39,797,1
1958,Master,Single,75154.0,2012-09-04,79,543,10,205,120.5,81,82.0,1,6,3,6,3,0,0,0,0,0,0,1,57,50–59,1143,1
1976,Graduation,Single,47025.0,2013-11-07,52,254,7,108,20.0,0,26.0,3,6,3,5,6,0,0,0,0,0,0,0,39,30–39,415,1
1973,Graduation,Married,37971.0,2013-11-25,97,5,4,10,2.0,2,7.0,1,1,0,3,8,0,0,0,0,0,0,0,42,40–49,30,1
1968,Master,Divorced,41335.0,2013-12-26,24,112,19,21,16.0,14,5.0,3,4,1,4,7,0,0,0,0,0,0,0,47,40–49,187,1
1958,Graduation,Married,67267.0,2014-05-13,0,134,11,59,15.0,2,30.0,1,3,2,5,2,0,0,0,0,0,0,0,57,50–59,251,1
1975,Graduation,Single,57338.0,2014-04-29,96,143,6,52,11.0,8,17.0,2,4,1,5,5,0,0,0,0,0,0,0,40,40–49,237,1
1960,2n Cycle,Together,50523.0,2013-12-25,89,51,4,24,4.0,7,1.0,2,2,0,4,6,0,0,0,0,0,0,0,55,50–59,91,2
1965,Master,Single,35791.0,2013-05-06,94,27,0,5,0.0,0,3.0,2,1,0,3,8,0,0,0,0,0,0,0,50,50–59,35,3
1960,PhD,Divorced,50611.0,2012-10-04,98,459,0,24,6.0,0,4.0,6,4,5,7,6,0,1,0,0,0,0,0,55,50–59,493,1
1969,PhD,Married,56242.0,2013-03-03,72,689,8,167,11.0,8,88.0,5,8,4,11,6,0,0,0,0,0,0,0,46,40–49,971,1
1960,Graduation,Single,48904.0,2012-12-02,1,283,10,38,0.0,13,27.0,4,7,2,4,8,0,0,0,0,0,0,0,55,50–59,371,1
1975,Graduation,Single,56243.0,2013-12-30,26,347,0,35,4.0,3,7.0,6,4,2,8,5,0,0,0,0,0,0,0,40,40–49,396,3
1985,Graduation,Married,21355.0,2013-08-20,5,5,13,14,0.0,5,31.0,2,2,1,2,6,1,0,0,0,0,0,1,30,30–39,68,1
1971,Master,Together,57420.0,2013-06-25,22,280,0,18,0.0,0,24.0,3,5,1,6,7,0,1,0,0,0,0,0,44,40–49,322,1
1970,Master,Together,51381.5,2013-04-01,39,187,5,65,26.0,20,14.0,2,4,2,6,5,0,0,0,0,0,0,0,45,40–49,317,1
1955,Master,Divorced,46390.0,2014-05-05,56,95,14,64,2.0,9,38.0,1,4,2,3,7,0,0,0,0,0,0,0,60,60+,222,1
1956,2n Cycle,Together,54342.0,2013-07-03,74,84,10,34,11.0,10,28.0,4,3,1,4,6,0,0,0,0,0,0,0,59,50–59,177,2
1958,Graduation,Together,51381.5,2012-09-03,87,19,4,12,2.0,2,6.0,1,1,0,3,5,0,0,0,0,0,0,0,57,50–59,45,2
1964,2n Cycle,Single,51381.5,2014-01-12,49,5,1,9,2.0,0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,51,50–59,21,2
1973,Graduation,Married,20895.0,2012-10-06,24,18,3,17,3.0,0,4.0,1,2,0,3,9,0,0,0,0,0,0,0,42,40–49,45,1
1948,Graduation,Married,92344.0,2014-01-15,9,992,24,556,51.0,19,119.0,0,5,10,5,1,1,0,1,0,0,0,0,67,60+,1899,0
1972,PhD,Together,51381.5,2014-03-02,17,25,1,13,0.0,0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,43,40–49,42,1
1976,2n Cycle,Together,26907.0,2013-08-20,10,9,1,7,0.0,3,2.0,2,1,0,3,7,0,0,0,0,0,0,0,39,30–39,22,2
1980,Graduation,Together,44964.0,2012-12-16,35,19,1,17,2.0,0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,35,30–39,41,2
1979,Graduation,Together,75507.0,2014-05-02,56,709,81,374,104.0,80,80.0,1,8,6,6,3,0,0,0,0,0,0,0,36,30–39,1440,0
1972,Master,Married,53761.0,2013-10-11,7,158,0,76,13.0,7,71.0,6,4,4,3,5,0,0,0,0,0,0,0,43,40–49,325,2
1973,Graduation,Together,22682.0,2013-10-03,51,10,14,29,4.0,2,36.0,3,2,1,4,4,0,0,0,0,0,0,0,42,40–49,95,1
1972,PhD,Together,38887.0,2014-03-02,17,25,1,13,0.0,0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,43,40–49,42,1
1975,2n Cycle,Single,41658.0,2012-11-09,30,8,4,12,15.0,4,29.0,2,1,1,2,4,0,0,0,0,0,0,0,40,40–49,72,2
1972,PhD,Married,29791.0,2014-05-15,21,14,0,6,0.0,0,0.0,2,2,0,3,5,0,0,0,0,0,0,0,43,40–49,20,1
1956,Master,Married,63915.0,2013-07-30,2,622,7,115,30.0,0,15.0,2,6,3,12,5,0,0,0,0,0,0,0,59,50–59,789,2
1974,Graduation,Divorced,39996.0,2014-05-22,85,11,0,3,0.0,0,1.0,1,1,0,2,6,0,0,0,0,0,0,0,41,40–49,15,2
1972,Graduation,Divorced,26759.0,2014-02-07,65,25,3,16,8.0,5,2.0,2,2,1,3,6,0,0,0,0,0,0,0,43,40–49,59,1
1968,Master,Divorced,63841.0,2013-04-21,64,635,15,100,20.0,7,126.5,1,9,3,9,6,0,0,0,0,0,0,0,47,40–49,908,1
1969,PhD,Married,51039.0,2012-12-10,11,100,64,79,65.0,0,109.0,2,6,2,4,7,0,0,0,0,0,0,0,46,40–49,417,2
1961,Graduation,Married,60544.0,2012-08-25,92,201,2,43,3.0,5,35.0,4,5,1,5,6,0,0,0,0,0,0,0,54,50–59,289,2
1972,Graduation,Married,65685.0,2014-03-29,54,642,14,49,0.0,7,57.0,1,9,2,9,5,0,0,0,0,0,0,0,43,40–49,769,1
1953,Graduation,Married,37716.0,2014-04-21,4,97,1,41,6.0,2,41.0,2,4,1,3,7,0,0,0,0,0,0,0,62,60+,188,1
1957,Graduation,Single,36864.0,2012-08-13,53,204,5,39,17.0,0,89.0,3,5,2,4,8,0,0,0,0,0,0,1,58,50–59,354,1
1970,Master,Married,44511.0,2012-10-12,39,513,7,133,46.0,14,14.0,6,8,4,8,8,0,0,0,0,0,0,0,45,40–49,727,1
1967,PhD,Married,36947.0,2012-08-07,49,88,3,21,4.0,1,29.0,4,3,0,4,9,0,0,0,0,0,0,0,48,40–49,146,2
1951,Master,Together,47352.0,2013-04-11,70,172,12,112,8.0,0,15.0,4,6,1,5,7,0,0,0,0,0,0,0,64,60+,319,1
1953,Master,Married,67087.0,2013-12-17,40,329,35,222,120.5,35,43.0,2,7,5,8,4,0,0,0,0,0,0,0,62,60+,794,1
1950,Graduation,Married,57045.0,2012-09-08,40,296,13,104,11.0,13,17.0,3,4,2,9,3,0,0,0,0,0,0,0,65,60+,454,1
1953,PhD,Divorced,36957.0,2012-09-06,43,100,2,16,2.0,1,31.0,4,3,2,2,9,0,0,0,0,0,0,1,62,60+,152,2
1977,PhD,Married,69389.0,2012-09-28,17,422,7,238,69.0,46,15.0,1,7,2,12,4,0,0,0,0,0,0,0,38,30–39,797,1
1972,Graduation,Married,80134.0,2013-05-20,40,1218,16,272,104.0,0,80.0,2,5,3,6,6,0,1,1,1,0,0,1,43,40–49,1690,1
1969,Master,Married,43142.0,2014-02-18,84,5,1,7,2.0,1,4.0,1,1,0,2,7,0,0,0,0,0,0,0,46,40–49,20,2
1944,Graduation,Married,80589.0,2014-01-22,25,507,81,520,120.5,40,26.0,1,5,10,5,1,0,0,0,1,0,0,1,71,60+,1428,0
1990,Graduation,Single,34412.0,2013-02-13,62,52,12,50,4.0,36,55.0,3,5,0,3,9,0,0,0,0,0,0,0,25,<30,209,1
1979,Graduation,Single,57537.0,2013-06-10,83,191,56,139,51.0,8,100.0,4,4,3,8,4,0,0,0,0,0,0,0,36,30–39,545,1
1966,Basic,Together,22634.0,2013-01-16,47,2,23,11,8.0,6,46.0,1,2,1,2,8,0,0,0,0,0,0,0,49,40–49,96,0
1948,Graduation,Together,51315.0,2014-02-23,45,68,28,39,16.0,30,41.0,1,2,2,5,2,0,0,0,0,0,0,0,67,60+,222,0
1972,Graduation,Married,36026.0,2014-03-16,34,20,4,10,6.0,4,17.0,2,2,0,3,6,0,0,0,0,0,0,0,43,40–49,61,3
1973,Graduation,Married,24639.0,2014-01-28,3,20,3,16,0.0,4,1.0,3,2,0,4,6,0,0,0,0,0,0,0,42,40–49,44,2
1972,PhD,Together,34578.0,2014-04-11,1,7,0,1,0.0,0,0.0,1,1,0,2,6,0,0,0,0,0,0,0,43,40–49,8,3
1972,2n Cycle,Single,65704.0,2013-10-13,18,279,81,74,38.0,8,126.5,1,2,10,10,1,0,0,0,0,0,0,0,43,40–49,817,0
1966,Graduation,Single,63810.0,2012-11-11,45,977,12,253,16.0,12,101.0,4,4,3,12,8,0,1,0,0,0,0,0,49,40–49,1371,1
1969,PhD,Together,54132.0,2014-02-16,81,30,1,8,0.0,0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,46,40–49,42,1
1959,Graduation,Married,18690.0,2012-12-28,77,6,1,7,23.0,4,19.0,1,1,1,2,8,0,0,0,0,0,0,0,56,50–59,60,0
1970,Graduation,Married,28164.0,2013-05-04,23,3,18,26,11.0,8,12.0,3,2,0,4,7,0,0,0,0,0,0,0,45,40–49,78,1
1974,PhD,Married,34596.0,2013-04-13,48,14,0,2,0.0,0,7.0,1,1,0,2,8,0,0,0,0,0,0,0,41,40–49,23,1
1972,PhD,Married,43269.0,2013-09-16,61,10,1,7,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,43,40–49,19,1
1958,2n Cycle,Single,38741.0,2014-03-30,60,7,10,17,8.0,6,13.0,2,2,0,3,7,0,0,0,0,0,0,0,57,50–59,61,2
1972,Graduation,Single,31907.0,2013-03-04,75,33,81,64,120.5,16,74.0,1,6,1,6,7,0,0,0,0,0,0,0,43,40–49,449,0
1983,Master,Married,27100.0,2013-04-05,64,12,0,13,2.0,0,10.0,1,1,0,3,7,0,0,0,0,0,0,0,32,30–39,37,1
1973,2n Cycle,Divorced,31163.0,2014-02-13,54,2,3,10,11.0,2,10.0,1,1,0,3,6,0,0,0,0,0,0,0,42,40–49,38,1
1985,Graduation,Married,92533.0,2013-12-19,84,693,21,118,110.0,81,42.0,1,6,5,11,2,0,0,1,1,0,0,0,30,30–39,1131,0
1973,Graduation,Single,34853.0,2013-12-23,75,9,3,15,2.0,3,2.0,2,2,0,3,6,0,0,0,0,0,0,0,42,40–49,34,2
1967,Graduation,Divorced,70844.0,2013-10-30,16,129,26,67,3.0,67,2.0,5,6,1,5,7,0,0,0,0,0,0,0,48,40–49,294,2
1979,2n Cycle,Married,31086.0,2013-05-04,79,16,2,11,3.0,0,16.0,2,1,1,2,8,1,0,0,0,0,0,0,36,30–39,48,2
1961,Graduation,Married,60544.0,2012-08-25,92,201,2,43,3.0,5,35.0,4,5,1,5,6,0,0,0,0,0,0,0,54,50–59,289,2
1986,2n Cycle,Together,20491.0,2013-01-25,16,5,4,5,4.0,2,10.0,1,0,1,2,7,0,0,0,0,0,0,0,29,<30,30,0
1964,Graduation,Married,42523.0,2014-04-23,96,14,36,11,3.0,26,35.0,1,1,1,4,2,0,0,0,0,0,0,0,51,50–59,125,0
1983,Graduation,Married,39922.0,2013-02-14,30,29,12,59,19.0,1,36.0,2,3,0,4,8,0,0,0,0,0,0,0,32,30–39,156,1
1952,Graduation,Together,33402.0,2013-07-18,60,26,2,19,10.0,5,8.0,3,2,1,3,8,0,0,0,0,0,0,0,63,60+,70,2
1949,Master,Married,36408.0,2013-09-21,11,9,1,4,3.0,2,3.0,1,1,0,2,6,0,0,0,0,0,0,0,66,60+,22,2
1979,Graduation,Together,21645.0,2012-09-03,75,14,0,23,4.0,5,19.0,3,3,0,3,9,0,0,0,0,0,0,1,36,30–39,65,1
1948,Master,Widow,78427.0,2012-10-24,36,972,19,556,120.5,26,126.5,3,3,7,10,3,0,0,0,1,0,0,1,67,60+,1930,0
1946,Graduation,Together,82657.0,2013-09-27,71,966,81,556,120.5,81,126.0,1,7,5,10,4,0,1,0,1,0,0,0,69,60+,2283,0
1958,Graduation,Married,51876.0,2013-10-15,88,99,27,102,28.0,48,6.0,1,2,2,8,1,0,0,0,0,0,0,0,57,50–59,310,0
1971,2n Cycle,Married,78041.0,2012-12-16,93,482,35,553,72.0,81,17.0,1,4,4,9,2,0,0,0,0,0,0,0,44,40–49,1319,0
1957,Graduation,Married,52852.0,2012-12-01,93,714,8,99,11.0,0,47.0,4,10,7,5,8,1,0,0,0,0,0,0,58,50–59,879,1
1982,PhD,Together,70038.0,2013-10-25,54,587,54,348,71.0,54,126.5,1,4,4,8,2,0,0,0,0,0,0,0,33,30–39,1244,0
1973,2n Cycle,Together,69401.0,2014-03-23,41,399,27,159,58.0,8,39.0,4,4,4,5,2,0,0,0,0,0,0,0,42,40–49,690,1
1972,Graduation,Together,46053.0,2013-02-17,46,56,10,92,19.0,7,25.0,3,3,2,4,5,0,0,0,0,0,0,0,43,40–49,209,1
1965,Graduation,Married,77343.0,2014-06-09,28,227,81,556,98.0,54,31.0,1,3,4,9,1,0,0,0,0,0,0,0,50,50–59,1134,0
1953,Graduation,Single,73892.0,2013-11-13,40,703,81,556,0.0,58,43.0,1,3,11,8,1,0,0,0,0,0,0,1,62,60+,1507,0
1967,PhD,Single,40304.0,2013-09-30,82,37,0,17,0.0,0,3.0,1,2,0,3,7,0,0,0,0,0,0,0,48,40–49,57,1
1965,PhD,Together,32727.0,2012-08-28,38,167,13,180,86.0,13,70.0,2,7,3,5,8,0,0,0,0,0,0,0,50,50–59,529,0
1969,Graduation,Together,68695.0,2014-06-25,3,458,81,356,106.0,50,40.0,1,4,4,7,2,0,0,0,0,0,0,0,46,40–49,1091,0
1971,Graduation,Divorced,43300.0,2012-10-13,87,91,3,52,2.0,1,31.0,3,4,0,4,8,0,0,0,0,0,0,1,44,40–49,180,1
1972,Graduation,Together,26290.0,2013-01-12,49,15,8,16,11.0,5,22.0,4,2,0,4,6,0,0,0,0,0,0,0,43,40–49,77,2
1970,Graduation,Single,93790.0,2014-02-12,16,1302,68,556,89.0,81,45.0,0,6,7,12,2,0,1,1,1,0,0,1,45,40–49,2349,0
1974,PhD,Married,38410.0,2012-09-14,65,153,64,123,116.0,64,14.0,2,5,2,9,6,0,0,0,0,0,0,1,41,40–49,534,0
1950,Master,Widow,64866.0,2014-01-26,9,508,5,21,7.0,5,10.0,4,7,3,7,5,0,1,0,0,0,0,0,65,60+,556,1
1959,Graduation,Together,57957.0,2013-08-19,24,290,59,177,77.0,5,29.0,7,4,6,8,3,0,0,0,0,0,1,0,56,50–59,637,1
1955,PhD,Together,46015.0,2014-04-13,25,38,0,2,0.0,0,6.0,1,1,0,3,7,1,0,0,0,1,0,0,60,60+,46,2
1978,Graduation,Together,16531.0,2014-06-18,43,2,13,6,7.0,5,11.0,3,3,0,3,7,0,0,0,0,0,0,0,37,30–39,44,1
1986,Master,Married,28072.0,2013-07-08,10,30,0,10,2.0,0,5.0,1,1,0,3,7,0,0,0,0,0,0,0,29,<30,47,1
1963,Master,Divorced,49476.0,2013-06-20,29,386,23,95,54.0,41,126.5,4,2,11,5,2,0,0,0,0,0,0,0,52,50–59,795,1
1953,Graduation,Married,50725.0,2013-02-13,45,443,10,75,0.0,10,48.0,4,8,1,8,8,0,0,0,0,0,0,0,62,60+,586,1
1952,Graduation,Together,83844.0,2013-05-12,57,901,31,345,75.0,31,126.5,1,4,4,11,1,0,0,1,0,0,0,0,63,60+,1574,0
1950,PhD,Married,41145.0,2014-02-08,20,9,0,3,0.0,0,1.0,1,0,0,3,3,0,0,0,0,0,0,0,65,60+,13,2
1970,Graduation,Together,67419.0,2013-01-16,29,846,81,352,91.0,56,42.0,4,9,4,8,5,0,0,0,0,0,0,0,45,40–49,1471,1
1970,2n Cycle,Married,23162.0,2013-12-21,82,8,3,9,19.0,4,22.0,3,1,1,3,6,0,0,0,0,0,0,0,45,40–49,65,2
1977,Graduation,Married,34380.0,2013-05-02,68,72,7,58,13.0,1,24.0,4,4,1,3,8,0,0,0,0,0,0,0,38,30–39,175,1
1966,Graduation,Single,34704.0,2013-04-27,65,29,0,5,0.0,1,5.0,1,1,0,3,5,0,0,0,0,0,0,0,49,40–49,40,1
1969,PhD,Married,94871.0,2012-09-01,99,169,24,553,120.5,0,126.5,1,8,5,4,7,0,1,1,0,0,0,1,46,40–49,1078,2
1958,Graduation,Married,65148.0,2012-11-16,9,460,35,422,33.0,12,126.5,2,6,6,7,4,0,0,0,0,0,0,0,57,50–59,1115,1
1954,Graduation,Together,39898.0,2013-02-12,20,69,8,26,12.0,7,12.0,2,3,0,4,7,0,0,0,0,0,0,0,61,60+,134,1
1956,Master,Single,64857.0,2012-11-23,78,556,14,556,120.5,0,43.0,1,7,5,10,4,0,0,0,0,0,0,0,59,50–59,1540,0
1970,PhD,Married,59892.0,2013-11-02,26,73,0,13,0.0,1,0.0,1,2,1,3,3,0,0,0,0,0,0,0,45,40–49,87,1
1987,Master,Single,41020.0,2013-10-28,68,112,1,54,7.0,7,36.0,1,3,2,4,3,0,0,0,0,0,0,0,28,<30,217,0
1961,PhD,Married,57072.0,2014-01-24,79,944,0,60,0.0,0,30.0,2,7,5,13,5,1,0,0,0,0,0,0,54,50–59,1034,1
1979,Graduation,Single,60474.0,2013-04-01,25,265,81,303,120.5,9,126.5,7,10,2,12,7,0,0,0,0,0,0,0,36,30–39,1180,1
1960,Graduation,Together,62807.0,2012-08-31,83,526,28,135,10.0,21,99.0,3,5,3,12,5,0,0,0,0,0,0,0,55,50–59,819,1
1981,2n Cycle,Together,19414.0,2013-10-16,32,2,3,12,3.0,5,7.0,1,1,0,3,8,0,0,0,0,0,0,0,34,30–39,32,1
1980,Graduation,Married,19107.0,2013-08-22,49,2,4,9,10.0,5,16.0,2,1,0,3,7,0,0,0,0,0,0,0,35,30–39,46,1
1976,2n Cycle,Together,75484.0,2012-08-02,50,378,81,259,120.5,81,34.0,2,7,3,6,4,0,0,0,0,0,0,0,39,30–39,1159,1
1976,Master,Single,70379.0,2013-03-03,84,553,25,142,65.0,67,8.0,3,6,3,13,4,0,0,0,0,0,0,0,39,30–39,860,1
1970,Master,Together,79419.0,2014-06-22,96,751,81,556,20.0,15,31.0,1,4,6,4,2,0,0,0,0,0,0,0,45,40–49,1631,0
1946,PhD,Together,64014.0,2014-06-10,56,406,0,30,0.0,0,8.0,7,8,2,5,7,0,0,0,1,0,0,0,69,60+,444,3
1955,Graduation,Married,76998.0,2013-01-11,85,1449,81,161,69.0,35,107.0,2,11,8,8,6,0,0,1,0,0,0,0,60,60+,1910,1
1972,Master,Together,49854.0,2013-11-10,63,123,17,171,39.0,0,30.0,5,6,2,5,6,0,0,0,0,0,0,0,43,40–49,380,1
1971,PhD,Married,60585.0,2013-06-24,17,267,42,309,55.0,42,21.0,10,7,4,9,5,0,0,0,0,0,0,1,44,40–49,736,2
1950,PhD,Divorced,42873.0,2013-01-21,11,209,0,40,3.0,2,15.0,4,6,1,4,8,0,0,0,0,0,0,0,65,60+,269,2
1988,Graduation,Together,87679.0,2013-07-27,62,1259,81,556,97.0,81,33.0,1,7,11,10,4,1,0,1,1,0,0,1,27,<30,2524,0
1978,Graduation,Together,57867.0,2013-10-01,48,344,35,178,15.0,23,17.0,7,7,2,9,6,0,0,0,0,0,0,0,37,30–39,612,1
1990,Graduation,Married,35765.0,2013-12-11,86,22,3,30,0.0,5,15.0,2,2,0,4,6,0,0,0,0,0,0,0,25,<30,75,1
1959,Graduation,Married,65492.0,2014-01-26,73,247,81,295,120.5,81,47.0,2,4,7,13,2,0,0,0,0,0,0,0,56,50–59,1045,0
1977,Graduation,Divorced,32952.0,2013-12-01,36,38,0,12,3.0,1,1.0,1,2,0,3,7,0,0,0,0,0,0,0,38,30–39,55,1
1969,PhD,Together,53374.0,2012-08-16,34,896,10,101,13.0,10,34.0,6,4,2,9,9,1,0,0,0,0,0,1,46,40–49,1064,1
1959,Graduation,Together,71706.0,2012-11-13,16,931,56,253,91.0,81,14.0,4,9,5,7,5,0,0,0,0,0,0,0,56,50–59,1443,1
1988,Graduation,Married,68487.0,2013-01-13,48,758,12,385,33.0,81,89.0,1,9,7,13,4,0,0,0,0,0,0,0,27,<30,1366,0
1975,Master,Together,53253.0,2013-02-11,61,216,9,57,20.0,9,125.0,7,4,3,5,5,0,0,0,0,0,0,0,40,40–49,436,2
1973,2n Cycle,Divorced,31163.0,2014-02-13,54,2,3,10,11.0,2,10.0,1,1,0,3,6,0,0,0,0,0,0,0,42,40–49,38,1
1977,Graduation,Married,42014.0,2012-08-17,56,244,15,108,4.0,15,50.0,6,7,1,6,8,0,0,0,0,0,0,1,38,30–39,436,1
1973,Master,Married,54108.0,2012-11-05,74,539,6,91,8.0,6,97.0,13,8,2,9,8,0,0,0,0,0,0,0,42,40–49,747,2
1955,PhD,Single,49667.0,2012-08-20,35,1181,26,120,17.0,13,39.0,2,5,10,5,8,1,0,0,0,0,0,1,60,60+,1396,0
1974,Master,Married,63206.0,2014-03-20,65,750,8,125,11.0,8,26.0,1,4,3,6,2,0,0,1,0,0,0,0,41,40–49,928,0
1972,Master,Married,57136.0,2013-07-09,48,306,5,109,21.0,81,92.0,9,5,2,10,6,0,0,0,0,0,0,0,43,40–49,642,2
1975,2n Cycle,Together,46772.0,2012-11-07,88,350,81,189,120.5,81,57.0,6,11,8,5,8,1,0,0,0,0,0,0,40,40–49,1048,1
1971,PhD,Married,78931.0,2013-10-25,19,331,81,170,58.0,81,35.0,1,2,8,13,1,0,0,0,0,0,0,0,44,40–49,943,0
1958,Graduation,Together,53977.0,2013-06-08,21,620,16,165,0.0,24,82.0,5,5,5,12,5,0,0,0,0,0,0,0,57,50–59,907,1
1988,Graduation,Married,84219.0,2014-02-02,27,434,81,400,45.0,81,45.0,1,3,4,10,1,0,0,0,0,0,0,0,27,<30,1198,0
1975,Master,Single,46098.0,2012-08-18,86,57,0,27,0.0,0,36.0,4,3,2,2,8,0,0,0,0,0,0,0,40,40–49,120,2
1965,Graduation,Married,73538.0,2012-11-25,92,811,76,428,99.0,81,107.0,3,10,4,9,7,0,0,0,0,0,0,0,50,50–59,1658,1
1986,Graduation,Married,79529.0,2014-04-27,1,423,42,556,73.0,81,126.5,1,4,8,9,2,0,0,0,0,0,0,0,29,<30,1638,0
1977,2n Cycle,Together,20981.0,2013-04-30,14,2,12,10,6.0,13,30.0,1,3,1,2,8,0,0,0,0,0,0,1,38,30–39,73,0
1980,Graduation,Single,51766.0,2014-03-11,74,60,51,87,6.0,20,51.0,2,4,2,4,5,0,0,0,0,0,0,0,35,30–39,275,1
1962,Graduation,Married,55759.0,2012-11-28,84,675,0,85,10.0,7,77.0,5,10,3,8,8,0,0,0,0,0,0,0,53,50–59,854,1
1978,Graduation,Married,33039.0,2013-09-09,4,30,8,12,8.0,8,12.0,1,2,0,4,5,0,0,0,0,0,0,0,37,30–39,78,1
1972,Master,Married,37787.0,2013-09-20,50,40,1,40,4.0,3,18.0,1,3,0,3,8,0,0,0,0,0,0,0,43,40–49,106,1
1970,Graduation,Single,27242.0,2012-11-11,2,3,17,26,20.0,1,39.0,2,2,0,3,9,0,0,0,0,0,0,1,45,40–49,106,1
1983,PhD,Single,87188.0,2013-06-03,73,910,81,556,49.0,74,55.0,1,10,2,6,3,0,0,0,0,0,0,1,32,30–39,1923,0
1971,Graduation,Together,69930.0,2013-05-26,21,252,81,556,120.5,70,126.5,1,4,5,12,3,0,0,0,0,0,0,0,44,40–49,1662,0
1976,Graduation,Single,37697.0,2014-02-07,82,34,6,21,11.0,4,8.0,1,2,1,3,6,0,0,0,0,0,0,0,39,30–39,84,1
1973,PhD,Married,37401.0,2014-05-06,14,19,3,19,3.0,1,3.0,2,2,0,3,7,0,0,0,0,0,0,0,42,40–49,48,1
1973,Graduation,Single,3502.0,2013-04-13,56,2,1,1,0.0,0,1.0,0,0,0,0,14,0,0,0,0,0,0,0,42,40–49,5,1
1976,Graduation,Married,58597.0,2012-11-20,20,490,0,184,10.0,28,21.0,12,7,4,9,7,0,0,0,0,0,0,0,39,30–39,733,2
1948,PhD,Widow,82032.0,2014-04-05,54,332,81,377,120.5,81,57.0,0,4,6,7,1,0,0,0,0,0,0,0,67,60+,1234,0
1958,Graduation,Together,28087.0,2012-12-11,77,53,8,17,13.0,0,21.0,3,2,2,2,7,0,0,0,0,0,0,0,57,50–59,112,2
1987,PhD,Single,74004.0,2014-02-24,5,784,48,556,42.0,81,48.0,1,4,6,4,3,0,0,1,1,0,0,1,28,<30,1658,0
1960,Graduation,Together,19740.0,2013-03-24,65,7,11,3,10.0,4,20.0,2,1,1,3,5,0,0,0,0,0,0,0,55,50–59,55,1
1975,2n Cycle,Married,57036.0,2012-12-11,33,1171,43,219,19.0,14,47.0,4,6,3,13,9,1,0,0,0,0,0,0,40,40–49,1513,1
1958,2n Cycle,Together,53083.0,2013-05-15,65,215,7,33,3.0,0,13.0,6,5,1,5,7,0,1,0,0,0,0,0,57,50–59,271,2
1975,PhD,Married,69283.0,2014-06-14,41,674,62,134,0.0,26,8.0,4,7,3,13,5,0,0,0,0,0,0,0,40,40–49,904,1
1975,Master,Single,46098.0,2012-08-18,86,57,0,27,0.0,0,36.0,4,3,2,2,8,0,0,0,0,0,0,1,40,40–49,120,2
1988,2n Cycle,Married,23331.0,2012-09-04,92,5,36,7,0.0,10,45.0,2,3,0,3,8,0,0,0,0,0,0,0,27,<30,103,1
1988,2n Cycle,Single,23331.0,2012-10-05,97,104,20,101,24.0,15,5.0,6,5,1,5,9,0,0,0,0,0,0,0,27,<30,269,1
1989,Graduation,Single,9255.0,2013-12-20,91,9,0,7,2.0,0,4.0,1,1,1,2,8,0,0,0,0,0,0,0,26,<30,22,1
